"acquired","bankruptcy","company","company_name","description","ticker","industry_n","industry"
FALSE,FALSE,"REGENERON PHARMACEUTICALS, INC. (REGN)","Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals is a biopharmaceutical company that discovers, develops, manufactures, and commercializes medicines for the treatment of eye diseases, LDL cholesterol, and other medical conditions.","REGN","industry_2","pharmaceuticals"
FALSE,FALSE,"REGENCY CENTERS CORPORATION (REG)","Regency Centers Corporation","Regency Centers is a REIT that owns direct or partial interests in grocery-anchored community and neighborhood shopping centers.","REG","industry_2","REIT"
FALSE,FALSE,"EVEREST RE GROUP, LTD. (RE)","Everest Re Group, Ltd.","Everest underwrites reinsurance and insurance in the U.S. and international markets.","RE","industry_2","insurance"
TRUE,FALSE,"ROWAN COMPANIES PLC (RDC)","Rowan Companies Plc","Acquired in 2019, Rowan provided offshore contract drilling services to the oil and gas industry, with its fleet of jack-up rigs and ultra-deepwater drillships.","RDC","industry_2","energy"
FALSE,FALSE,"ROYAL CARIBBEAN CRUISES LTD. (RCL)","Royal Caribbean Cruises Ltd.","Royal Caribbean operates cruise ships with worldwide vacation itineraries.","RCL","industry_2","transportation"
FALSE,FALSE,"RAVEN INDUSTRIES, INC. (RAVN)","Raven Industries, Inc.","Raven is a diversified technology company serving the industrial, agricultural, energy, construction, and defense markets. The major products of the company are precision agriculture tools, such as field computers, GPS-guidance steering systems and planter controls; plastic films and sheeting; and high-altitude balloons, tethered aerostats, and radar processing systems.","RAVN","industry_2","equipment"
FALSE,FALSE,"PAYPAL HOLDINGS, INC. (PYPL)","Paypal Holdings, Inc.","PayPal provides a technology platform for digital and mobile payments for consumers and merchants worldwide.","PYPL","industry_2","internet"
FALSE,FALSE,"QUANTA SERVICES, INC. (PWR)","Quanta Services, Inc.","Quanta provides specialty contracting services to the electric power and oil and gas industries. Services include design, installation and maintenance of electric power transmission infrastructure, substation facilities, pipelines and other infrastructure.","PWR","industry_2","energy"
TRUE,FALSE,"PACTIV CORPORATION (PTV)","Pactiv Corporation","Pactiv produces packaging products such as waste bags, food storage bags, and disposable tableware and cookware sold primarily in North America under trademarks such as Hefty, as well as foodservice packaging.","PTV","industry_2","materials"
FALSE,FALSE,"PHILLIPS 66 (PSX)","Phillips 66","Phillips 66 transports and processes natural gas, liquids, and crude oil in the U.S. The company refines crude oil and manufactures and markets petrochemicals and plastics, as well as refined petroleum products, mainly in the U.S. and Europe.","PSX","industry_2","materials"
FALSE,FALSE,"PUBLIC STORAGE (PSA)","Public Storage","Public Storage is a REIT that owns and operates self-storage facilities which offer storage for lease on a month-to-month basis, for personal and business use.","PSA","industry_2","REIT"
FALSE,FALSE,"PRUDENTIAL FINANCIAL, INC. (PRU)","Prudential Financial, Inc.","Prudential offers a wide array of financial products and services, including life insurance, annuities, retirement-related services, mutual funds and investment management.","PRU","industry_2","financial company"
FALSE,FALSE,"PERRIGO COMPANY PLC (PRGO)","Perrigo Company Plc","Perrigo is a global over-the-counter pharmaceutical and consumer goods company. The company makes infant formulas for the store brand market, provides generic topical prescription products, and receives royalties from sales of the multiple sclerosis drug, Tysabri.","PRGO","industry_2","pharmaceuticals"
FALSE,FALSE,"THE PNC FINANCIAL SERVICES GROUP, INC. (PNC)","The Pnc Financial Services Group, Inc.","PNC is engaged in retail banking, corporate and institutional banking, asset management, and residential mortgage banking. The primary markets served by the company are in the Mid-West, Mid-Atlantic, and the South-East of the U.S.","PNC","industry_2","financial company"
TRUE,FALSE,"PALL CORP (PLL)","Pall Corp","Acquired by Danaher Corporation in 2015, Pall Corporation, was a supplier of filtration, separation and purification technologies, serving life sciences, microelectronics, energy and water markets.","PLL","industry_2","materials"
FALSE,FALSE,"PROLOGIS, INC. (PLD)","Prologis, Inc.","Prologis is a global provider of logistics real estate that is primarily rented by its customers. The company was formed in the 2011 merger of AMB Property Corporation and the legacy ProLogis.","PLD","industry_2","REIT"
TRUE,FALSE,"PROLOGIS (PLD)","Prologis","Prior to its 2011 merger with AMB Property Corporation, ProLogis was a real estate investment trust that provided industrial distribution facilities.","PLD.ACQ","industry_2","REIT"
FALSE,FALSE,"PERKINELMER, INC. (PKI)","Perkinelmer, Inc.","PerkinElmer provides tools for diagnostics, research, environmental and industrial use. Products include genetic disorder and infectious disease tests, X-ray detectors, reagents, liquid handling systems, biological screening systems, chromatography and mass spectrometry instruments","PKI","industry_2","health care"
FALSE,FALSE,"THE PROGRESSIVE CORPORATION (PGR)","The Progressive Corporation","Progressive provides personal and commercial automobile and property insurance, and other types of specialty property-casualty insurance.","PGR","industry_2","insurance"
FALSE,FALSE,"PROFIRE ENERGY, INC. (PFIE)","Profire Energy, Inc.","Profire Energy designs, installs, and services burner-management systems for the oil and gas industry in North America.","PFIE","industry_2","equipment"
FALSE,FALSE,"PRINCIPAL FINANCIAL GROUP, INC. (PFG)","Principal Financial Group, Inc.","Principal Financial Group is a global investment management company, serving businesses, individuals and institutions.","PFG","industry_2","financial company"
FALSE,FALSE,"PFIZER INC. (PFE)","Pfizer Inc.","Pfizer develops a broad range of medicines, vaccines, and other biopharmaceutical products.","PFE","industry_2","pharmaceuticals"
TRUE,FALSE,"PETSMART, INC (PETM)","Petsmart, Inc","Acquired by a consortium of private equity funds in 2015, PetSmart was a retailer of pet products and services, such as grooming and training.","PETM","industry_2","consumer services"
FALSE,FALSE,"PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED (PEG)","Public Service Enterprise Group Incorporated","The company operates a regulated gas and electricity public utility in New Jersey, and sells wholesale energy, capacity, and fuel.","PEG","industry_2","utility"
FALSE,FALSE,"PATTERSON COMPANIES, INC (PDCO)","Patterson Companies, Inc","Patterson's primary business is distribution of dental products, such as x-ray film, restorative materials, instruments and equipment, to dentists, dental laboratories, and other healthcare professionals in North America.","PDCO","industry_2","health care"
FALSE,FALSE,"PACCAR INC (PCAR)","Paccar Inc","PACCAR manufactures trucks that are marketed under the Kenworth, Peterbilt and DAF nameplates, and providerelated parts and financial services.","PCAR","industry_2","manufacturing"
FALSE,FALSE,"PEOPLE’S UNITED FINANCIAL, INC. (PBCT)","People’S United Financial, Inc.","People’s United is a bank holding company that provides commercial and retail banking and wealth management services to individual, corporate and municipal customers located in Connecticut, New York, Massachusetts, Vermont, New Hampshire and Maine.","PBCT","industry_2","financial company"
FALSE,FALSE,"REALTY INCOME CORPORATION (O)","Realty Income Corporation","Realty Income is a real estate investment trust (REIT) that invests in single-tenant commercial properties, primarily for the retail industry.","O","industry_2","REIT"
FALSE,FALSE,"THE NEW YORK TIMES COMPANY (NYT)","The New York Times Company","The company owns the The New York Times newspaper and related websites and mobile applications, and generates revenues from the sale of subscriptions and advertising.","NYT","industry_2","media"
FALSE,FALSE,"NEXTGEN HEALTHCARE, INC. (NXGN)","Nextgen Healthcare, Inc.","NextGen develops and markets software and services that automate practice management and electronic health records for medical and dental practices.","NXGN","industry_2","IT services"
FALSE,FALSE,"NEWS CORPORATION (NWS)","News Corporation","News Corporation is a global diversified media and information services company. Its properties include The Wall Street Journal, Factiva, Barron’s and New York Post in the U.S., as well as publications in Australia and the U.K. The company also engages in book publishing, digital real estate services, and direct to consumer coupon marketing and advertising.","NWS","industry_2","media"
FALSE,FALSE,"NEWELL RUBBERMAID INC (NWL)","Newell Rubbermaid Inc","Newell Rubbermaid markets consumer and commercial products under brands such as Sharpie, Paper Mate, Elmer’s, Rubbermaid, or Calphalon.","NWL","industry_2","manufacturing"
FALSE,FALSE,"NU SKIN ENTERPRISES, INC. (NUS)","Nu Skin Enterprises, Inc.","Nu Skin Enterprises develops and distributes anti-aging personal care products and nutritional supplements through a direct sales network.","NUS","industry_2","health care"
FALSE,FALSE,"NUCOR CORPORATION (NUE)","Nucor Corporation","Nucor manufactures steel and steel products. Most of the company’s operating facilities and customers are located in North America.","NUE","industry_2","materials"
FALSE,FALSE,"NORTHERN TRUST CORPORATION (NTRS)","Northern Trust Corporation","Northern Trust is a financial holding company that provides asset servicing, fund administration, asset management, fiduciary and banking solutions for corporations, institutions, and individuals worldwide.","NTRS","industry_2","financial company"
FALSE,FALSE,"NETAPP, INC. (NTAP)","Netapp, Inc.","NetApp provides software, systems and services to manage and store customer data.","NTAP","industry_2","software"
FALSE,FALSE,"NATIONAL OILWELL VARCO, INC. (NOV)","National Oilwell Varco, Inc.","National Oilwell Varco designs, manufactures and sells equipment and components used in oil and gas drilling, completion and production operations, and the provision of oilfield services to the upstream oil and gas industry.","NOV","industry_2","equipment"
FALSE,FALSE,"NORTHROP GRUMMAN CORPORATION (NOC)","Northrop Grumman Corporation","Northrop Grumman conducts most of its business with the U.S. Government, principally the Department of Defense. Company products include command, control, communications and computers systems, intelligence and surveillance solutions, and strike aircraft.","NOC","industry_2","equipment"
TRUE,FALSE,"BLUE NILE, INC. (NILE)","Blue Nile, Inc.","Blue Nile is an online retailer of diamonds and jewelry.","NILE","industry_2","retail"
FALSE,FALSE,"NOBLE CORPORATION (NE)","Noble Corporation","Noble Corporation is an offshore drilling contractor for the oil and gas industry. The company performs contract drilling services with its global fleet of mobile offshore drilling rigs.","NE","industry_2","energy"
FALSE,FALSE,"NASDAQ, INC. (NDAQ)","Nasdaq, Inc.","Nasdaq is a global operator of stock market, derivatives, and other exchanges. The company provides trading, clearing, regulatory, securities listing, and information services.","NDAQ","industry_2","financial services"
FALSE,FALSE,"NORWEGIAN CRUISE LINE HOLDINGS LTD. (NCLH)","Norwegian Cruise Line Holdings Ltd.","NCLH is a global cruise company operating under the Norwegian Cruise Line, Oceania Cruises and Regent Seven Seas Cruises brands.","NCLH","industry_2","transportation"
TRUE,FALSE,"NATIONAL CITY CORPORATION (NCC)","National City Corporation","Acquired by The PNC Financial Services in 2008, National City Corporation was a successor to a banking business founded in 1845. The company provided banking services in Ohio, Florida, Illinois, Indiana, Kentucky, Michigan, Missouri, Pennsylvania, and Wisconsin.","NCC","industry_2","financial company"
FALSE,FALSE,"NABORS INDUSTRIES LTD. (NBR)","Nabors Industries Ltd.","Nabors is a global provider of drilling services for oil and natural gas wells. The company owns and operates a fleet of land-based and offshore drilling rigs.","NBR","industry_2","energy"
FALSE,FALSE,"NAVIENT CORPORATION (NAVI)","Navient Corporation","Navient holds a portfolio of education loans insured or guaranteed under the Federal Family Education Loan Program, as well as a portfolio of private education loans. Navient services its loan portfolio, as well as education loans owned by other financial institutions. Navient is one of four Title IV Additional Servicers to the U.S. Department of Education under its Direct Student Loan Program. Navient also provides asset recovery service","NAVI","industry_2","financial services"
FALSE,FALSE,"NAVISTAR INTERNATIONAL CORPORATION (NAV)","Navistar International Corporation","Navistar manufactures commercial and military trucks, diesel engines, school and commercial buses, and related parts. The company also provides retail, wholesale, and lease financing for its trucks and parts.","NAV","industry_2","manufacturing"
FALSE,FALSE,"MYLAN N.V. (MYL)","Mylan N.V.","Mylan develops, licenses, manufactures, markets and distributes generic, branded generic and specialty pharmaceuticals.","MYL","industry_2","pharmaceuticals"
TRUE,FALSE,"MONSTER WORLDWIDE, INC. (MWW)","Monster Worldwide, Inc.","Monster connects employers with job seekers by providing searchable job postings and career management resources online. Employers pay to advertise available jobs and search the Monster resume and social databases.","MWW","industry_2","media"
TRUE,FALSE,"MEADWESTVACO CORPORATION (MWV)","Meadwestvaco Corporation","Prior to its 2015 merger with Rock-Tenn Co., MeadWestvaco provided packaging solutions to the healthcare, beauty and personal care, food, beverage, home and garden, tobacco, and agricultural industries. The company also produced specialty chemicals for the automotive, energy, and infrastructure industries.","MWV","industry_2","manufacturing"
FALSE,FALSE,"MGIC INVESTMENT CORPORATION (MTG)","Mgic Investment Corporation","MGIC provides private mortgage insurance and related services in the U.S.","MTG","industry_2","insurance"
FALSE,FALSE,"METTLER-TOLEDO INTERNATIONAL INC. (MTD)","Mettler-Toledo International Inc.","Mettler-Toledo provides weighing instruments for laboratory, industrial, and food retailing applications. The company also provides analytical and inspection instruments for life sciences, drug and chemical compound development, and production and packaging for food and pharmaceuticals.","MTD","industry_2","hardware"
FALSE,FALSE,"M&T BANK CORPORATION (MTB)","M&T Bank Corporation","Originally founded in 1856, M&T is a registered financial holding company with two wholly-owned bank subsidiaries: M&T Bank and Wilmington Trust, N.A., which offer a wide range of retail and commercial banking, trust and wealth management, and investment services.","MTB","industry_2","financial company"
FALSE,FALSE,"MOTOROLA SOLUTIONS, INC. (MSI)","Motorola Solutions, Inc.","Motorola Solutions provides communication infrastructure, devices and services to government, public safety, and commercial customers.","MSI","industry_2","hardware"
FALSE,FALSE,"MICROSOFT CORPORATION (MSFT)","Microsoft Corporation","Microsoft products include operating systems for computing devices, servers, and phones; server applications for distributed computing environments; cross-device productivity applications; business solution applications; desktop and server management tools; software development tools; video games; and online advertising.","MSFT","industry_2","software"
FALSE,FALSE,"MORGAN STANLEY (MS)","Morgan Stanley","Morgan Stanley is a global financial services firm that advises and originates, trades, manages and distributes capital for governments, institutions and individuals.","MS","industry_2","financial company"
FALSE,FALSE,"MERCK & CO., INC. (MRK)","Merck & Co., Inc.","Merck develops prescription pharmaceutical, vaccines, biologic therapies and animal health products.","MRK","industry_2","pharmaceuticals"
TRUE,FALSE,"MOLEX INCORPORATED (MOLX)","Molex Incorporated","Acquired by Koch Industries in 2013, Molex was a manufacturer of electronic components, including terminals, connectors, cables and cable assemblies, backplanes, and mechanical and electronic switches.","MOLX","industry_2","manufacturing"
FALSE,FALSE,"3M COMPANY (MMM)","3M Company","3M is a diversified technology company founded in 1902. Company products include tapes and adhesives for industrial applications; personal protective equipment, reflective sheeting and security products; medical and surgical supplies such as tapes, surgical drapes, and drug delivery systems; electronics products; and consumer products under brands such as Scotch and Post-it.","MMM","industry_2","materials"
TRUE,FALSE,"MILLIPORE CORPORATION (MIL)","Millipore Corporation","Acquired by Merck in 2010, Millipore provided tools for life science research and drug manufacturing.","MIL","industry_2","health care"
TRUE,FALSE,"MARSHALL & ILSLEY CORPORATION (MI)","Marshall & Ilsley Corporation","Acquired by the Bank of Montreal in July 2011, Marshall & Ilsley was a registered bank holding company that provided financial services to corporate, institutional, government and individual customers principally in the midwestern states of the U.S.","MI","industry_2","financial company"
FALSE,FALSE,"METLIFE, INC. (MET)","Metlife, Inc.","MetLife provides life insurance, annuities, employee benefits and asset management services.","MET","industry_2","insurance"
TRUE,FALSE,"MERRILL LYNCH & CO., INC (MER)","Merrill Lynch & Co., Inc","Acquired by Bank of America Corporation in 2009, Merrill Lynch engaged in capital markets, advisory and wealth and investment management activities.","MER","industry_2","banking"
FALSE,FALSE,"MEDTRONIC PUBLIC LIMITED COMPANY (MDT)","Medtronic Public Limited Company","Medtronic manufactures and sells medical devices for treatment of cardiac and vascular disease, spine restorative therapy, diabetes therapy, as well as surgical solution","MDT","industry_2","medical devices"
FALSE,FALSE,"MCKESSON CORPORATION (MCK)","Mckesson Corporation","McKesson distributes pharmaceuticals and medical supplies to healthcare providers in the U.S., operates retail pharmacies in Europe and supports independent pharmacy networks in North America with financial, operational and clinical solutions. The company also delivers clinical, patient care, financial, and supply chain technology to healthcare organizations.","MCK","industry_2","health care"
FALSE,FALSE,"MBIA INC. (MBI)","Mbia Inc.","MBIA primarily provides financial reinsurance through its wholly-owned subsidiary, National Public Finance Guarantee Corporation.","MBI","industry_2","insurance"
FALSE,FALSE,"MASCO CORPORATION (MAS)","Masco Corporation","Masco makes branded home improvement and building products, including KraftMaid and Merillat cabinets; Delta, Peerless, and Hansgrohe faucets, bath and shower fixtures; Hot Spring and Caldera spas; Behr paint, primer and stain; Kilz primer; Liberty and Brainerd decorative hardware; and Milgard windows and doors.","MAS","industry_2","manufacturing"
FALSE,FALSE,"THE MACERICH COMPANY (MAC)","The Macerich Company","The company is a self-administered and self-managed real estate investment trust (REIT) that is engaged in the acquisition, development, management and leasing of regional and community shopping centers throughout the U.S.","MAC","industry_2","REIT"
FALSE,FALSE,"MID-AMERICA APARTMENT COMMUNITIES, INC. (MAA)","Mid-America Apartment Communities, Inc.","MAA owns and operates multifamily apartment communities primarily located in the Southeast and Southwest regions of the U.S.","MAA","industry_2","REIT"
FALSE,FALSE,"MASTERCARD INCORPORATED (MA)","Mastercard Incorporated","MasterCard operates a payment transaction processing network, including authorization, clearing and settlement of transactions. The company also provides loyalty and reward programs, information services and consulting.","MA","industry_2","financial services"
TRUE,FALSE,"LINKEDIN CORPORATION (LNKD)","Linkedin Corporation","Acquired by Microsoft in 2016, LinkedIn was a professional network on the Internet, generating revenue from enterprises and professional organizations by selling recruiting and marketing solutions.","LNKD","industry_2","internet"
FALSE,FALSE,"LINCOLN NATIONAL CORPORATION (LNC)","Lincoln National Corporation","Lincoln National operates insurance and retirement businesses. Company products include annuities, life insurance, employer-sponsored retirement plans, and group life, disability and dental insurance.","LNC","industry_2","financial company"
FALSE,FALSE,"LEGG MASON, INC. (LM)","Legg Mason, Inc.","Legg Mason is a global asset management company that provides investment management and related services to institutional and individual clients, company-sponsored mutual funds and other pooled investment vehicles. The company offers its products and services directly and through financial intermediaries.","LM","industry_2","financial company"
FALSE,FALSE,"ELI LILLY AND COMPANY (LLY)","Eli Lilly And Company","Eli Lilly is a successor to a business founded in 1876. The company discovers, develops, manufactures, and markets human pharmaceutical products and animal health products. Human pharmaceuticals include endocrinology, neuroscience, oncology, and cardiovascular products","LLY","industry_2","pharmaceuticals"
FALSE,FALSE,"L-3 COMMUNICATIONS HOLDINGS, INC. (LLL)","L-3 Communications Holdings, Inc.","L-3 is a prime contractor in Intelligence, Surveillance and Reconnaissance systems, aircraft modifications, logistics and maintenance, simulation and training, night vision and image intensification equipment, and security and detection systems. L-3 also provides communication and electronic systems used by military and commercial customers.","LLL","industry_2","equipment"
TRUE,FALSE,"LIFE TECHNOLOGIES CORPORATION (LIFE)","Life Technologies Corporation","Acquired by Thermo Fisher Scientific in 2014, Life Technologies was a biotechnology tools company. Company products  were also used in forensics, food and water testing and other industrial applications.","LIFE","industry_2","health care"
FALSE,TRUE,"LEHMAN BROTHERS HOLDINGS INC. (LEH)","Lehman Brothers Holdings Inc.","Lehman Brothers filed for bankruptcy in 2008. Prior to bankruptcy, Lehman Brothers provided a full array of financial services in equity and fixed income sales, trading and research, investment banking, asset management, private investment management and private equity.","LEH","industry_2","financial company"
FALSE,FALSE,"LEGGETT & PLATT, INCORPORATED (LEG)","Leggett & Platt, Incorporated","Leggett & Platt was founded in 1883. The company is a diversified manufacturer that makes bedding, furniture, automotive, and aerospace components.","LEG","industry_2","materials"
FALSE,FALSE,"LEIDOS HOLDINGS, INC. (LDOS)","Leidos Holdings, Inc.","Leidos provides surveillance and reconnaissance collection and processing systems, advanced sensors, command and control solutions, training systems, and cybersecurity solutions for the U.S. Department of Defense, the intelligence community, and other government customers. The company also provides Electronic Health Record systems for government and commercial hospitals, and offers industrial engineering services.","LDOS","industry_2","IT services"
FALSE,FALSE,"LOEWS CORPORATION (L)","Loews Corporation","Loews is a holding company, whose subsidiaries include CNA Financial Corporation, a commercial property and casualty insurer, Diamond Offshore Drilling, Inc., an operator of offshore oil and gas drilling rigs, Boardwalk Pipeline Partners, LP, engaged in the transportation and storage of natural gas, and the Loews Hotels Holding Corporation, a hotel chain operator.","L","industry_2","engineering and construction"
FALSE,TRUE,"EASTMAN KODAK COMPANY (KODK)","Eastman Kodak Company","Eastman Kodak primarily provides printing equipment, digital offset plates, and consumables to commercial print, direct mail, publishing and packaging industries. The company also licenses Kodak brands to third party consumer product manufacturers, and sells industrial and motion picture film.","KODK","industry_2","equipment"
FALSE,FALSE,"KINDER MORGAN, INC. (KMI)","Kinder Morgan, Inc.","Kinder Morgan owns and operates pipelines and terminals that transport natural gas, oil, and petroleum products in North America.","KMI","industry_2","transportation"
FALSE,FALSE,"KIMBERLY-CLARK CORPORATION (KMB)","Kimberly-Clark Corporation","Kimberly-Clark provides personal care, consumer tissue and professional products under brands such as Huggies, Kotex, Kleenex, and Scott.","KMB","industry_2","health care"
FALSE,FALSE,"KLA-TENCOR CORPORATION (KLAC)","Kla-Tencor Corporation","KLA-Tencor supplies process control and yield management solutions for the semiconductor and nanoelectronics industries. Company products are also used in other high technology industries, including the light emitting diode (LED) and data storage industries, as well as general materials research.","KLAC","industry_2","hardware"
FALSE,FALSE,"KIMCO REALTY CORPORATION (KIM)","Kimco Realty Corporation","Kimco Realty is a self-administered real estate investment trust (""REIT"") that owns and operates open-air shopping centers.","KIM","industry_2","REIT"
TRUE,FALSE,"KING PHARMACEUTICALS, INC. (KG)","King Pharmaceuticals, Inc.","Acquired by Pfizer in 2010, King Pharmaceuticals was a pharmaceutical company developing pain medicines and hospital products for use in humans, and medicated feed additives and water-soluble therapeutics for use in poultry, cattle, and swine.","KG","industry_2","pharmaceuticals"
FALSE,FALSE,"KEYCORP (KEY)","Keycorp","KeyCorp provides retail and commercial banking, commercial leasing, investment management, consumer finance, commercial mortgage servicing, and investment banking products to individual, corporate, and institutional clients.","KEY","industry_2","financial company"
FALSE,FALSE,"JPMORGAN CHASE & CO. (JPM)","Jpmorgan Chase & Co.","JPMorgan Chase is a global financial services firm that provides investment banking, financial services for consumers and small businesses, commercial banking, financial transaction processing and asset management.","JPM","industry_2","financial company"
TRUE,FALSE,"THE JONES GROUP INC. (JNY)","The Jones Group Inc.","Acquired by Sycamore Partners, a private equity firm in 2014, The Jones Group was a global designer, marketer and wholesaler of apparel, footwear, jeans, jewelry and handbag brands.","JNY","industry_2","retail"
TRUE,FALSE,"JANUS CAPITAL GROUP INC. (JNS)","Janus Capital Group Inc.","Acquired by Henderson on 2017, Janus Capital provided investment management and administration services to financial advisors, individuals and institutional clients through mutual funds, separate accounts, other pooled investment vehicles, and exchange-traded products in the U.S. and internationally.","JNS","industry_2","financial company"
FALSE,FALSE,"JOHNSON & JOHNSON (JNJ)","Johnson & Johnson","Johnson & Johnson is engaged in the research and development, manufacture and sale of a broad range of products in the health care field, including consumer products for baby care, oral care, skin care, and women’s health; pharmaceuticals; and medical devices. The company was incorporated in 1887.","JNJ","industry_2","health care"
FALSE,FALSE,"JABIL CIRCUIT, INC. (JBL)","Jabil Circuit, Inc.","Jabil Circuit provides electronics design and production services, such as component selection and procurement, injection molding, metal, plastics, precision machining, automated assembly, product testing, and order fulfillment.","JBL","industry_2","hardware"
FALSE,FALSE,"INVESCO LTD. (IVZ)","Invesco Ltd.","Invesco is a global investment management firm that serves retail and institutional clients with a range of investment products that include mutual funds, exchange-traded funds, savings accounts, and separately managed accounts.","IVZ","industry_2","financial company"
FALSE,FALSE,"ILLINOIS TOOL WORKS INC. (ITW)","Illinois Tool Works Inc.","Illinois Tool Works is a global diversified manufacturer of industrial products and equipment. The company provides plastic and metal components, fasteners and assemblies to automotive manufacturers, test and measurement equipment for electronic manufacturing, commercial food equipment such as warewashers, ovens, and refrigerators, welding and construction products, and adhesives and specialty fluids.","ITW","industry_2","materials"
FALSE,FALSE,"IRON MOUNTAIN INCORPORATED (IRM)","Iron Mountain Incorporated","The company provides physical record and data backup storage, and information management services for businesses and government organizations to protect their information, comply with regulations, and be able to recover from disaster.","IRM","industry_2","real estate"
FALSE,FALSE,"IQVIA HOLDINGS INC. (IQV)","Iqvia Holdings Inc.","","IQV","industry_2","medical devices"
FALSE,FALSE,"INTUIT INC. (INTU)","Intuit Inc.","Intuit provides financial management products for small businesses, consumers, and accounting professionals. The flagship products for small businesses and consumers are QuickBooks and TurboTax. ProSeries and Lacerte are Intuit’s tax preparation offerings for professional accountants.","INTU","industry_2","consumer services"
FALSE,FALSE,"INTERNATIONAL BUSINESS MACHINES CORPORATION (IBM)","International Business Machines Corporation","IBM provides business IT services, such as infrastructure for cloud computing and analytics, application and process management services, as well as related software and server and storage system hardware.","IBM","industry_2","IT services"
FALSE,FALSE,"THE HERSHEY COMPANY (HSY)","The Hershey Company","The Hershey Company is a successor to a business founded in 1894. The company is the largest producer of chocolate in North America, and provides chocolate and non-chocolate confectionery under a number of brand names worldwide.","HSY","industry_2","materials"
FALSE,FALSE,"HOST HOTELS & RESORTS, INC. (HST)","Host Hotels & Resorts, Inc.","Host operates as a self-managed and self-administered REIT. The company operates a portfolio of luxury and upscale hotels, with the majority located in the U.S.","HST","industry_2","REIT"
TRUE,FALSE,"HOSPIRA INC. (HSP)","Hospira Inc.","Acquired by Pfizer in 2015, Hospira was a provider of injectable drugs, such as generic acute-care and oncology injectables, and infusion technologies used by hospitals, clinics, home healthcare providers and long-term care facilities.","HSP","industry_2","pharmaceuticals"
FALSE,FALSE,"HENRY SCHEIN, INC. (HSIC)","Henry Schein, Inc.","The company distributes more than 100 thousand branded health care products and Henry Schein private brand products, primarily to office-based dental, animal health and medical practitioners.","HSIC","industry_2","health care"
FALSE,FALSE,"HARRIS CORPORATION (HRS)","Harris Corporation","Harris Corporation provides communications systems to the U.S. Department of Defense and other Defense agencies, National Intelligence, Public Safety, and Professional Communications markets.","HRS","industry_2","hardware"
FALSE,FALSE,"HORMEL FOODS CORPORATION (HRL)","Hormel Foods Corporation","Hormel Foods Corporation was founded in 1891. The company is engaged in the production and marketing of food products, in particular pork and turkey, in the United States, Australia, Canada, China, Japan, and the Philippines.","HRL","industry_2","materials"
FALSE,FALSE,"H&R BLOCK, INC. (HRB)","H&R Block, Inc.","H&R Block provides assisted income tax return preparation and digital do-it-yourself tax solutions primarily in the U.S., Canada, andAustralia.","HRB","industry_2","consumer services"
FALSE,FALSE,"HP INC. (HPQ)","Hp Inc.","HP provides a broad range of technology products and services, including personal computing devices, imaging and printing products, enterprise servers and storage solutions, networking products, technology consulting, outsourcing and support services, and IT operations management.","HPQ","industry_2","IT services"
FALSE,FALSE,"HEWLETT PACKARD ENTERPRISE COMPANY (HPE)","Hewlett Packard Enterprise Company","Hewlett Packard Enterprise provides IT infrastructure hardware, software and consulting services.","HPE","industry_2","IT services"
FALSE,FALSE,"HELMERICH & PAYNE, INC. (HP)","Helmerich & Payne, Inc.","Helmerich & Payne is primarily engaged in contract drilling of oil and gas wells, principally in North and South America. The company draws customers primarily from the major oil companies, national oil companies, and larger independent producers.","HP","industry_2","energy"
TRUE,FALSE,"STARWOOD HOTEL & RESORTS WORLDWIDE, INC. (HOT)","Starwood Hotel & Resorts Worldwide, Inc.","Starwood operates hotels and resorts around the world. The company derives revenue primarily from hotel operation management fees, franchise fees, and the operation of company-owned hotels.","HOT","industry_2","consumer services"
FALSE,FALSE,"HONEYWELL INTERNATIONAL INC. (HON)","Honeywell International Inc.","Honeywell is a diversified technology and manufacturing company offering, among others, aerospace products and services, turbochargers, building control, sensing and security products, specialty chemicals, advanced materials, and process technology for refining and petrochemicals.","HON","industry_2","manufacturing"
FALSE,FALSE,"HOLOGIC, INC. (HOLX)","Hologic, Inc.","Hologic makes diagnostics products, medical imaging systems and surgical products focusing on women's health.","HOLX","industry_2","medical devices"
FALSE,FALSE,"THE HARTFORD FINANCIAL SERVICES GROUP, INC. (HIG)","The Hartford Financial Services Group, Inc.","The Hartford is a holding company for subsidiaries that provide property and casualty insurance, group benefits and mutual funds to individual and business customers in the U.S.","HIG","industry_2","insurance"
FALSE,FALSE,"HCP, INC. (HCP)","Hcp, Inc.","HCP is a real estate investment trust (REIT) that invests primarily in real estate serving the healthcare industry in the U.S., including senior housing, post-acute/skilled nursing facilities, life sciences facilities, medical offices and hospitals.","HCP","industry_2","real estate"
TRUE,FALSE,"HUDSON CITY BANCORP, INC. (HCBK)","Hudson City Bancorp, Inc.","Acquired by M&T Bank in November 2015, Hudson City Bancorp was a holding company of its only subsidiary, Hudson City Savings Bank. Hudson City Savings was a federally chartered stock savings bank conducting operations throughout the State of New Jersey.","HCBK","industry_2","financial company"
